name,excellent,very_good,average,poor,terrible
Generator Berlin Mitte,1000,707,256,120,114
Alcatraz Backpacker Hostel,89,69,21,3,6
Smartments Business Berlin Prenzl. Berg,63,21,3,0,2
Flottwell Berlin Hotel & Residenz am Park,60,28,3,3,1
smartloft,73,53,10,3,4
Downtown Apartments Berlin,36,7,3,0,0
Keiz Pension,47,60,13,1,3
Hotel Pension Fischer,56,34,7,2,4
Old Town Apartments Schoenhauser Allee,68,50,14,7,8
Acama Schoneberg Hotel+Hostel,71,72,24,14,5
Hotel 103,84,111,44,15,21
Hapimag Resort Berlin Zoo,32,15,1,0,1
Minimal,38,1,0,1,0
Berlin Habitat,49,25,0,0,1
Pangea People Hostel,71,125,58,27,11
Landhaus Schlachtensee,32,16,1,0,0
Smarthostel Berlin,43,67,12,4,6
Jugendgaestehaus Hauptbahnhof,55,55,31,9,11
Karlito Apartmenthaus,44,25,12,2,1
Citystay Mitte,110,199,96,32,43
Raja Jooseppi Resort,43,21,4,1,2
U Inn Berlin Hostel,56,39,7,5,4
Quentin Boutique Hotel,71,93,49,27,23
numa l Kater Apartments,4,0,0,0,0
Globetrotter Hostel Odyssee,69,47,23,6,12
Comebackpackers,49,35,12,7,6
Hotel-Pension Enzian,13,0,0,0,0
Bananas Berlin Gay Guesthouse,36,9,2,0,3
Winterfeldt 10 Apartments,31,13,2,1,0
Hotel Haus Leopold,13,7,1,0,0
Hostel Aloha,41,15,4,4,6
Pension Bismarck,19,2,1,0,0
Berliner Bed & Breakfast,24,11,5,0,1
Landhaus Perle,15,8,4,0,1
B! Apartments,40,31,8,1,3
Pension Brinn,30,20,1,1,2
Apartmenthouse Berlin,43,49,6,6,6
City Room Berlin,33,6,1,1,1
Jugendherberge Berlin Ostkreuz,18,9,5,0,1
Palais Winterfeldt,35,48,10,5,6
All In Hostel,118,263,151,65,76
Kiez Hostel Berlin,33,8,6,1,2
baxpax Mitte Hostel,42,73,44,13,14
Riverside Lodge Berlin,37,9,2,1,3
Apartments Mitte-Inn Berlin,18,9,0,1,0
Pension Madchenkammer,30,33,5,2,5
Hotel Atlas Berlin,26,47,14,8,6
art'appart Kempinski Plaza,23,11,3,1,2
City Holiday Apartments Berlin,20,8,0,0,0
Brauhaus Spandau,14,9,1,1,2
Jugendherberge Berlin-International,22,53,22,12,6
2A Hostel,44,67,25,7,23
Sixmiles Guesthouse,18,10,0,1,2
Berlin Apartments Mitte,14,5,0,1,0
numa l Kater Apartments,4,0,0,0,0
Sandino Hostel,23,3,1,1,3
Hostel Die Etage East,17,6,2,0,1
Q Damm Apartments,19,37,17,9,4
Hotel-Pension am Schloss Bellevue,9,19,5,4,0
Vannis Haus,10,3,0,0,0
OTA Berlin,6,6,0,1,0
Camping Platz Berlin-Gatow,5,9,2,1,0
Appartement Hackescher Markt,22,3,3,0,1
Hotel Pension Senta,25,18,7,0,3
Guesthouse 21,26,11,5,2,2
Hostel’O Berlin - Mitte,19,21,8,3,5
Seminarhaus S1516,7,9,1,0,0
Hostel City Bed 2,20,16,4,2,2
Hotel Pension Ingeborg,17,18,14,4,2
Freiraum Hostel,10,13,6,1,0
baxpax Kreuzberg Hostel Berlin,45,58,33,14,21
Pension Nuernberger Eck,12,12,4,0,1
KG Apartment Berlin,13,16,3,1,0
Gay Hostel,28,22,9,3,6
Kult Residenz,10,2,0,0,0
Luxoise,10,11,1,1,1
Hotel Garni Kleist am Kurfurstendamm,18,41,27,0,16
Pegasus Hostel,62,94,69,35,50
BlnCty Hotel,16,20,5,1,8
K26 Apartments,8,5,1,0,0
Inn-Berlin,54,14,13,6,8
Down Town Motel,10,6,0,0,1
Die Fabrik,26,67,16,13,18
Ima Loft Apartment,21,31,8,8,5
Hotel Garni Pension Prenzlberg,4,13,6,0,0
numa l Kater Apartments,4,0,0,0,0
Muggelseepension,6,6,2,0,0
Nest Apartments,18,6,0,0,0
Berlins City Hostel,18,19,10,5,5
Helter Skelter Hostel Berlin,22,21,15,6,5
Ev. Diakonieverein Van Delden House,6,3,2,0,0
Rock'n'Roll Herberge,11,4,2,1,2
Hotel & City Camping Berlin,15,26,22,5,7
St. Oberholz Apartments,11,7,1,0,0
Hotel Larat,14,29,23,1,8
ABM Berlin,8,3,2,0,0
Pension Am Park,9,14,3,0,1
Hotel Alte Galerie,10,25,8,1,4
SMARTments Business Berlin Karlshorst,4,4,2,0,0
Hotel-Pension Arche,11,47,24,11,9
City Stop Berlin,32,40,11,8,17
Pension Hostel Staycomfort Am Kurfurstendamm,29,36,18,9,10
Check In Hotel,9,11,5,5,2
Gaestehaus Berlin Mitte,15,20,15,8,4
City Guesthouse Pension Berlin,9,21,9,4,4
Hotel Garni Pension Prenzlberg,4,13,6,0,0
Ambiente Apart,11,2,0,0,0
AMC Apartments - Bundesallee,5,10,5,1,0
Main Station Hostel,25,25,12,0,11
JETpak Hostel,11,2,1,0,0
BackpackerBerlin,15,39,13,4,10
Jugendgaestehaus Lichterfelde,3,10,2,0,0
Freiraum,13,11,4,1,1
Gastehaus Pauline,6,3,3,0,0
Alexanderplatz Apartments,25,16,5,3,10
Jugendhotel berlincity,9,14,8,6,2
numa l Kater Apartments,4,0,0,0,0
Camping Platz Berlin-Gatow,5,9,2,1,0
Muggelseepension,6,6,2,0,0
Nest Apartments,18,6,0,0,0
Berlins City Hostel,18,19,10,5,5
Helter Skelter Hostel Berlin,22,21,15,6,5
Ev. Diakonieverein Van Delden House,6,3,2,0,0
Rock'n'Roll Herberge,11,4,2,1,2
Hotel & City Camping Berlin,15,26,22,5,7
St. Oberholz Apartments,11,7,1,0,0
Hotel Larat,14,29,23,1,8
ABM Berlin,8,3,2,0,0
Hotel Garni Pension Prenzlberg,4,13,6,0,0
Ambiente Apart,11,2,0,0,0
Pension Am Park,9,14,3,0,1
Hotel Alte Galerie,10,25,8,1,4
SMARTments Business Berlin Karlshorst,4,4,2,0,0
AMC Apartments - Bundesallee,5,10,5,1,0
Hotel-Pension Arche,11,47,24,11,9
Main Station Hostel,25,25,12,0,11
City Stop Berlin,32,40,11,8,17
JETpak Hostel,11,2,1,0,0
BackpackerBerlin,15,39,13,4,10
Pension Hostel Staycomfort Am Kurfurstendamm,29,36,18,9,10
Jugendgaestehaus Lichterfelde,3,10,2,0,0
Freiraum,13,11,4,1,1
Check In Hotel,9,11,5,5,2
Gaestehaus Berlin Mitte,15,20,15,8,4
Gastehaus Pauline,6,3,3,0,0
City Guesthouse Pension Berlin,9,21,9,4,4
Alexanderplatz Apartments,25,16,5,3,10
numa l Kater Apartments,4,0,0,0,0
Hotel Engelke,3,1,0,0,0
Das Andere Haus VIII,5,2,1,0,1
City-Apartments am Park,8,0,0,0,1
Hotel Artemisia,16,16,13,4,8
Bearlin City Apartment Olivaerplatz,9,12,8,5,2
Berlin Cribs Mitte,3,4,0,0,0
Appartment Neue Schonhauser Strasse,3,2,1,0,0
Designapart,4,1,1,0,0
Elegant Apartotel,4,6,2,1,2
Five Skulls,5,0,0,0,0
Apartment am Sony Center,1,1,0,0,0
berliner-zimmer Schokofabrik,8,3,3,1,4
Pension Marienburg,3,10,5,0,2
Schulz Apartments,8,26,6,0,7
Jugendherberge Berlin - Am Wannsee,9,7,7,6,2
Hotel Stadtgut,2,2,1,0,0
Jugendherberge Ernst Reuter,3,1,5,0,0
Pension Regenbogen,4,15,13,4,5
Bensimon Apartments,2,0,0,0,0
Hotel Waldschanke,2,0,0,0,0
Bonus Feature GmbH,2,0,0,0,0
Waldhotel-Frohnau,4,2,1,1,3
Viertelvier,2,0,0,0,0
Seminar- und Gastehaus Flussbad Gartenstrasse,2,3,2,2,0
Halong Hotel,7,10,10,4,4
Pension Michael,5,7,4,1,3
Bearlin City Apartments,5,6,2,3,2
Europaische Akademie Berlin,1,1,1,0,0
Tempelhof Pension,2,3,0,0,1
Urbn Dreams,1,1,0,0,0
numa l Kater Apartments,4,0,0,0,0
Hotel Wendland,4,3,2,1,1
Hotel-Pension am Rudesheimer Platz,3,0,0,0,1
A&B Apartment & Boardinghouse,0,5,4,0,0
Pension Guentzel,2,1,1,0,0
Paula's Comfy Little Corner,11,6,6,1,6
Hotel-Pension Agata,1,2,0,0,0
Apartmenthaus Petunie,3,3,1,2,0
Berlin Place,3,0,0,0,0
DCC Campingplatz Kladow,0,3,5,0,0
Happy Go Lucky Hotel & Hostel,0,5,2,2,0
RiSo Apartment 2,1,1,1,0,0
Regenbogen Hostel,2,6,0,2,1
Sevenrooms-Berlin,0,3,0,0,0
Good Mood Living,3,1,0,0,1
Pension Am Checkpoint,1,1,0,0,0
Pension Draheim,2,0,0,0,0
Alitania Apartments-Potsdamer Platz,2,0,0,0,0
Villa-Hufeland,1,1,0,0,0
Stars Berlin Apartments Essener Strasse,1,1,0,0,0
Hotel Pension Reiter,20,47,41,15,29
Downtown Apartments Mitte-Wedding,1,0,0,0,0
New Hostel Berlin Mitte,1,0,0,0,0
Planet Berlin City Apartments,1,0,0,0,0
Hotel-Pension Cityflair,1,1,0,0,0
Inn Sight - Potsdamer Platz,1,3,0,0,0
Paulsborn am Grunewaldsee,9,11,5,1,8
Hotel Pension Schaefer,1,1,0,0,0
Pension I,6,12,14,5,6
Ela Apartments Berlin,1,4,2,0,1
In Hotel Berlin,3,8,5,3,3
numa l Kater Apartments,4,0,0,0,0
Parkapartments - Berlin,2,1,0,0,0
Big City Hostel,3,6,3,0,1
Hotel Erpel,1,0,1,0,0
Gretha van Holland Hotelschiff Berlin Mitte,1,2,1,0,1
Kurfurstendamm Apartments,1,2,0,0,0
Berlin Apartment Duncker,1,1,0,0,0
Real Appartements,5,1,2,1,2
1st Floor Hostel,2,0,0,1,0
Pension Ariane,4,1,1,0,2
Pension Schubart,1,1,0,0,0
Hostel Pro-Social,1,3,3,2,0
MS Berlin Apartments,2,0,1,1,0
Hauptstadtferien Berlin,2,4,3,0,1
Villa Wittenau,1,0,0,0,0
6rooms,1,1,1,0,0
Heval's Grand Appartments,1,0,0,0,0
City Quartier,1,0,0,0,0
Pension Friedrich Wilhelm,0,2,2,0,0
Hotel-pension Dorma,1,5,2,0,1
Hotel-Restaurant Nest,3,1,3,2,0
Minihostel 12 Monkeys KuDamm,0,2,1,0,0
The Pirate Hostel,3,2,1,1,1
Pension Chic & Cheap,6,2,0,2,1
Baerliner Pension,0,6,1,1,1
Pension Mitte,0,2,1,0,0
Adlernest Pension,1,0,0,0,0
My Gay Hostel,1,3,5,2,0
Hotel Pension Intervarko,10,48,33,23,19
Pension Hubertus,1,1,1,0,1
numa l Kater Apartments,4,0,0,0,0
Backpacker's Paradise,2,0,0,0,1
Hostel am Flussbad,1,1,2,0,0
Tagungswerk Guesthouse,1,0,0,0,0
Soylent Lodge,1,1,0,0,0
Aparthotel Residenz 2000,8,17,15,15,7
Casa Schmuck,1,1,0,0,0
Kushinda Elberfelderstr,1,0,0,0,0
Arwobau,0,2,0,0,0
Pension Al Hamra,1,0,0,0,0
Eastside Pension,1,7,4,0,4
Gasthaus Dietrich Herz,0,3,0,0,0
BerlinLux Apartments - Friedrichshain,1,2,0,1,1
Haus La Garde,1,0,0,0,0
Ferienwohnung Wilmersdorfer Strasse,1,3,1,1,1
my private berlin,1,0,0,0,0
Ruhiges Zimmer am Waldrand,0,1,0,0,0
LittleFriedrichRooms At Propellerwerk,0,1,0,0,0
RixHouse,2,2,1,0,2
Apartments Maison Am Olivaer Platz,0,1,3,0,0
Josty Brauerei Appartments,0,1,0,0,0
Ferienwohnungen Familie Bockmann,0,1,0,0,0
Kutscherhaus Casa Chabeli,0,1,0,0,0
Allee Apartments Prenzlauer Berg,1,0,1,0,0
Hotel Hildebrandt,1,3,0,1,1
The 5 Lofts,0,1,0,0,0
M M Central Apartments,1,13,3,4,2
Apartments Mitte Residence,0,1,0,0,0
Hostel Anlema,0,2,0,0,0
Scube Park Columbia Berlin,24,31,41,16,27
Soeht 7,0,1,0,0,0
numa l Kater Apartments,4,0,0,0,0
Kaiser Apartments Berlin Charlottenburg,0,1,0,0,0
Inn Zum Oberfeld,0,1,0,0,0
Pension Ungelt,1,0,0,0,0
Uebernachtung Berlin,1,0,0,0,0
Allee Apartments,0,1,0,0,0
Lion Apartments Friedrichshain,1,2,0,0,1
Mirbach Apartments & Hostel,0,1,2,0,0
Charleston House Berlin,1,0,0,0,0
East West Hostel,1,0,1,1,0
Jugendhotel Luftbrucke,0,1,0,0,0
Wamos Zentrum,0,1,0,0,0
Haus Arkona,0,1,1,0,0
Stadtraum Berlin Apartments 2,1,2,0,0,1
1stfloor Hostel Berlin,0,1,1,0,0
Itowe Gallery Hostel,0,1,0,0,0
Nikol Apartments,2,1,3,4,0
Hotel Pension Canaletto,1,2,3,3,0
Hotel Gruener Baum,1,1,0,0,1
Villa Karlshorst,0,1,0,0,0
Tom's House Berlin,0,2,0,1,0
Pension Alexis,0,1,0,0,0
Pension & Cafe Adam,0,0,1,0,0
Ev. Bildungsstatte auf Schwanenwerder,0,0,2,0,0
Bolgerini Inn,7,4,13,8,2
Berlin Style Apartments,0,1,0,0,0
Pension am Fernsehturm,1,0,3,1,0
Pension Nomaden,0,1,0,0,0
Ao Hostel Am Zoo,0,1,0,1,0
Haus Am Niederfeld,0,0,1,0,0
Accordo Hotel Apartmenthaus,0,0,1,0,0
numa l Kater Apartments,4,0,0,0,0
Pension Flora,0,0,1,0,0
Gaestehaus Erika,0,0,1,0,0
Pension Alte Dorfaue,0,0,1,0,0
Lodge Berlin,0,0,1,0,0
Hotel Bernhard,0,0,1,0,0
Holidayflats Berlin,0,0,1,0,0
Stargarden Apartments,0,1,1,1,0
GEO Hostel Berlin,0,1,0,1,0
Apart-Pension Gilka,0,2,0,0,1
Berlin Holiday Apartments near Central Station,1,0,0,0,1
Ferienapartments Lackner,0,1,2,1,0
Dark Hostel,0,2,1,1,1
Apartments at Warschauer,1,2,0,0,1
A&B Apartment & Boardinghouse Berlin,4,7,6,6,4
Pension Steinert,0,1,0,1,0
Meininger Hotel,1,0,0,0,1
Gaybed Bed and Breakfast,3,5,1,2,4
Naturfreundehaus Karl Renner,1,0,0,0,2
Parkview Apartments,0,0,1,0,0
Spreepolis Boardinghaus,0,0,1,0,0
Pension Rahnsdorf Muggelsee,0,0,2,0,0
Primeflats - Apartments Island Mauerpark,0,0,1,0,0
primeflats - Apartments am Mauerpark,1,0,0,0,1
Eastpax Hostel,1,0,1,2,0
Hotel Potsdamer Hof,13,36,44,16,20
Sophienhof,0,4,3,1,1
Hotel-Maison Am Adenauerplatz,29,34,31,14,33
Berlin-Kurf Rstendamm,0,1,0,1,0
Hotel Ambert,2,0,3,0,2
Hotel-Pension Maximum,1,0,0,0,2
numa l Kater Apartments,4,0,0,0,0
Apartment Charlottenburg,0,0,2,1,0
CAB City Apartments Perleberger Strasse,0,0,0,1,0
Waldrestaurant Mueggelhort,0,1,0,0,1
Town Apartments Checkpoint Charlie,20,28,21,18,26
Berlin Boutique Hostel,0,2,0,2,1
Hostel Adler,0,0,1,1,1
Jugendgaestehaus Nordufer,0,2,1,2,1
Riverside Am Tegel See,5,9,2,2,9
Haus Reichwein,0,0,0,1,0
Kutscherstube,0,0,0,1,0
Villa Blumenfisch am Grossen Wannsee,1,1,0,1,1
Badstrasse Apartments,6,1,1,0,7
Bandelstr. 3,0,0,0,1,0
Check In Hostel,51,145,140,66,76
Pension Edison 13,0,1,0,1,1
City Apartments Am Regierungsvi,0,0,0,1,0
MM Central Apartments Budget,0,3,1,4,0
OYO Hotel Matzbach,1,8,7,2,5
Lodge Berlin,3,5,8,3,5
Amary City Residence,4,16,9,9,7
Pension Lette Eck,0,0,3,1,0
Hostel near Adenauerplatz,0,0,0,1,0
Touristenhaus Gruenau,7,14,18,8,17
City Apartment Vermietung,1,1,0,0,2
Pension ABC,4,21,24,6,9
Trio Apartment Hotel Berlin,0,0,2,1,0
Apartments Prens Berlin-Mitte,0,1,0,0,1
Aparthotel Christie,7,15,10,14,10
Hotel Pension Elegia,3,17,16,7,9
Pension Am Anger,2,0,2,0,3
numa l Kater Apartments,4,0,0,0,0
Apartments Am Kurfurstendamm,1,1,0,0,1
Pension Am Kutschi,2,4,13,4,3
Alex Suite Berlin,0,0,0,0,1
Sleep like Home Apartment,4,0,0,0,3
Lodgecity Prenzlauer Berg,0,2,1,1,2
Privates Loft Charlottenburg,0,0,0,0,1
Virage Hostel Pension,0,0,0,0,1
Berlin Base Apartments,0,1,1,1,1
Welt der Boden,0,1,1,0,1
Berlin Center Panorama,0,0,0,0,1
B&O Aparthostel,0,0,0,0,1
Hotel Elliot,0,0,0,0,1
Apartments in Neukolln,0,0,1,0,2
Berliner City Pension Uhlandstrasse,0,0,0,0,2
Esfand Hostel,2,1,2,0,5
Holiday Apartments Frankfurter Allee 98 - Orbis Apartments,0,0,0,0,1
Landhaus im Grunen Pension,0,1,1,0,2
Entree Hotel Marzahn,0,1,0,1,3
Bonverde,4,14,12,4,12
Berlin Grand Apartment,0,0,0,0,1
Sezer B&A UG,0,0,0,1,0
Hotel Pension Eberty,1,9,6,2,7
Pension Puschkin Berlin,3,13,13,5,12
Gaestehaus der Polizei,0,1,2,0,2
Pension Thomas,3,9,5,2,8
Hotel Garni Aaberna,0,0,0,0,1
Colorblind Berlin,0,0,1,0,1
Box 61,0,0,0,0,1
BNB Hostel,0,0,0,0,1
Grand Central Mitte Apartment,0,0,0,0,1
numa l Kater Apartments,4,0,0,0,0
Pension am Park,0,0,2,2,1
Hostel am Friedrichshain,0,0,0,0,3
Karl Marx Hostel,0,2,1,1,3
L72 Appartement,3,15,13,3,20
Berlin Hostel,1,0,0,2,3
Pension Aaberna,0,0,1,1,2
Central Camping Berlin,0,1,0,0,3
David's Hostel Berlin,5,5,7,6,15
Sixties Young Apartments,2,14,21,13,20
Haus Dannenberg,1,0,1,3,12
Upper Room Hotel Am Kurfurstendamm,1,2,2,1,9
Rubezahl Am Muggelsee,0,1,1,0,2
Hotel Pension Insor,2,8,16,9,13
Neo Hostel,0,0,0,0,1
Central Apartments Berlin,0,4,1,2,5
Aparthotel Thuringer Hof,0,0,0,0,1
City Inn,2,12,29,6,17
SleepCheapHostel,5,19,22,19,25
HappyHostelBerlin,4,4,11,6,12
Berlin Wedding,0,0,0,0,2
Cozy Houseboat Wannsee,0,0,0,0,2
Hotel Pension Streuhof Berlin,4,6,5,2,11
Sixties Apartments,2,1,2,3,5
Prime Flats - Apartments am Schillerpark,0,0,0,0,2
Bearlin City Apartments - City Center East,0,0,0,0,2
RS Apartments,1,1,2,3,6
Hotel Pension Saks,0,7,8,5,12
Bedstop Hostel Berlin,3,0,1,1,12
Overnight,0,1,1,1,8
numa l Kater Apartments,4,0,0,0,0
Stadtraum Berlin Apartments 2,1,2,0,0,1
1stfloor Hostel Berlin,0,1,1,0,0
Itowe Gallery Hostel,0,1,0,0,0
Nikol Apartments,2,1,3,4,0
Hotel Pension Canaletto,1,2,3,3,0
Hotel Gruener Baum,1,1,0,0,1
Villa Karlshorst,0,1,0,0,0
Tom's House Berlin,0,2,0,1,0
Pension Alexis,0,1,0,0,0
Pension & Cafe Adam,0,0,1,0,0
Ev. Bildungsstatte auf Schwanenwerder,0,0,2,0,0
Pension Flora,0,0,1,0,0
Gaestehaus Erika,0,0,1,0,0
Pension Alte Dorfaue,0,0,1,0,0
Lodge Berlin,0,0,1,0,0
Hotel Bernhard,0,0,1,0,0
Holidayflats Berlin,0,0,1,0,0
Stargarden Apartments,0,1,1,1,0
GEO Hostel Berlin,0,1,0,1,0
Apart-Pension Gilka,0,2,0,0,1
Berlin Holiday Apartments near Central Station,1,0,0,0,1
Ferienapartments Lackner,0,1,2,1,0
Dark Hostel,0,2,1,1,1
Apartments at Warschauer,1,2,0,0,1
Ao Hostel Am Zoo,0,1,0,1,0
Haus Am Niederfeld,0,0,1,0,0
Accordo Hotel Apartmenthaus,0,0,1,0,0
primeflats - Apartments am Mauerpark,1,0,0,0,1
Eastpax Hostel,1,0,1,2,0
Hotel Potsdamer Hof,13,36,44,16,20
numa l Kater Apartments,4,0,0,0,0
